property_type,sector,bedRoom,bathroom,balcony,floorNum,facing,agePossession,built_up_area,study room,servant room,pooja room,luxury_score,furnish_score,floor_category,price
house,ameenpur village,2.0,2.0,1,1.0,North-West,Moderately Old,1035.0,0.0,0.0,0.0,0.0,0.0,Low Floor,0.75
house,indresham,2.0,2.0,1,1.0,West,New Property,1000.0,0.0,0.0,1.0,7.0,0.0,Low Floor,0.85
house,hanuman nagar colony,2.0,5.0,3,3.0,North,Under Construction,1350.0,1.0,1.0,1.0,44.0,2.0,Mid Floor,1.8
house,narapally,3.0,4.0,2,2.0,West,New Property,2000.0,0.0,0.0,1.0,25.0,0.0,Low Floor,1.1
house,old bowenpally,3.0,3.0,3,2.0,West,New Property,1782.0,0.0,0.0,0.0,0.0,0.0,Low Floor,1.4
house,amberpet,4.0,4.0,0,1.0,South,New Property,1800.0,0.0,0.0,0.0,0.0,3.0,Low Floor,1.8
house,kapra,2.0,3.0,1,0.0,North,New Property,800.0,0.0,0.0,0.0,0.0,0.0,Low Floor,0.95
house,kanchan bagh,1.0,1.0,0,0.0,Not Available,Moderately Old,360.0,0.0,0.0,0.0,0.0,0.0,Low Floor,0.18
house,champapet,4.0,5.0,0,1.0,South,New Property,2500.0,0.0,0.0,0.0,0.0,1.0,Low Floor,2.02
house,kishan bagh,4.0,5.0,1,1.0,Not Available,Relatively New,2000.0,0.0,0.0,0.0,0.0,0.0,Low Floor,0.9
house,badangpet,5.0,5.0,3,2.0,East,New Property,3400.0,0.0,0.0,0.0,0.0,3.0,Low Floor,2.0
house,kondakal,3.0,3.0,0,1.0,East,New Property,2150.0,0.0,0.0,0.0,0.0,0.0,Low Floor,2.75
house,new malakpet,5.0,3.0,0,2.0,East,Old Property,4626.0,0.0,0.0,0.0,25.0,0.0,Low Floor,4.5
house,esamiya bazaar,3.0,2.0,0,1.0,Not Available,Under Construction,1125.0,0.0,0.0,0.0,0.0,0.0,Low Floor,1.35
house,peerzadiguda,2.0,3.0,0,0.0,North,New Property,900.0,0.0,0.0,1.0,15.0,0.0,Low Floor,0.76
house,boduppal,2.0,2.0,2,0.0,North,Old Property,1350.0,0.0,0.0,1.0,49.0,0.0,Low Floor,1.2
house,sainikpuri,4.0,3.0,0,1.0,Not Available,Moderately Old,2300.0,0.0,0.0,0.0,0.0,12.0,Low Floor,3.3
house,nadargul,2.0,3.0,2,2.0,North,New Property,1530.0,1.0,0.0,1.0,31.0,2.0,Low Floor,1.05
house,alwal,3.0,3.0,1,1.0,Not Available,New Property,3240.0,0.0,0.0,0.0,0.0,0.0,Low Floor,3.6
house,rampally,2.0,2.0,3+,1.0,Not Available,Relatively New,1750.0,0.0,0.0,0.0,0.0,18.0,Low Floor,0.8
house,alwal,3.0,3.0,1,1.0,West,Old Property,3240.0,0.0,0.0,0.0,0.0,0.0,Low Floor,2.75
house,shapur nagar,2.0,5.0,1,4.0,Not Available,Old Property,540.0,0.0,0.0,1.0,0.0,1.0,Mid Floor,0.45
house,aminpur,2.0,2.0,1,0.0,Not Available,Moderately Old,1440.0,0.0,0.0,0.0,0.0,0.0,Low Floor,1.4
house,nadargul,2.0,2.0,1,1.0,West,New Property,125.0,0.0,0.0,1.0,7.0,0.0,Low Floor,0.75
house,gundlapochampalli,2.0,2.0,0,1.0,Not Available,Old Property,1000.0,0.0,0.0,0.0,62.0,0.0,Low Floor,1.25
house,balapur,1.0,1.0,0,1.0,Not Available,Relatively New,1080.0,0.0,0.0,0.0,0.0,0.0,Low Floor,0.54
house,uppal,4.0,3.0,0,2.0,South,New Property,4000.0,0.0,0.0,0.0,0.0,1.0,Low Floor,1.67
house,kismathpur,3.0,3.0,2,1.0,Not Available,New Property,2394.0,0.0,0.0,0.0,0.0,1.0,Low Floor,1.5
house,balapur,2.0,1.0,0,0.0,South-East,New Property,700.0,0.0,0.0,0.0,6.0,0.0,Low Floor,0.38
house,ramanthapur,3.0,3.0,0,1.0,Not Available,New Property,257.0,0.0,0.0,0.0,0.0,0.0,Low Floor,1.8
house,malkajgiri,1.0,1.0,0,1.0,Not Available,New Property,1100.0,0.0,0.0,0.0,0.0,0.0,Low Floor,1.0
house,alwal,2.0,2.0,1,1.0,Not Available,Old Property,1530.0,0.0,0.0,0.0,0.0,0.0,Low Floor,2.5
house,medipally,3.0,9.0,3+,3.0,Not Available,New Property,6500.0,0.0,0.0,1.0,0.0,0.0,Mid Floor,2.65
house,balapur,3.0,2.0,1,1.0,North,New Property,100.0,0.0,0.0,0.0,16.0,0.0,Low Floor,0.5
house,medipally,1.0,1.0,1,1.0,West,Old Property,1350.0,1.0,0.0,0.0,14.0,0.0,Low Floor,0.9
house,alwal,5.0,10.0,2,2.0,West,Moderately Old,5500.0,0.0,0.0,0.0,22.0,30.0,Low Floor,2.65
house,balapur,3.0,3.0,2,1.0,West,Moderately Old,3500.0,0.0,0.0,0.0,0.0,3.0,Low Floor,1.7
house,canara nagar,2.0,2.0,1,1.0,North-West,New Property,81.0,0.0,0.0,0.0,0.0,0.0,Low Floor,0.83
house,ramakrishnapuram,2.0,2.0,0,0.0,North-East,Old Property,1800.0,0.0,0.0,0.0,30.0,0.0,Low Floor,1.5
house,hayathnagar,3.0,3.0,1,2.0,North,New Property,1620.0,0.0,0.0,0.0,0.0,0.0,Low Floor,1.5
house,patancheru,4.0,4.0,2,3.0,Not Available,New Property,5700.0,0.0,0.0,0.0,0.0,0.0,Mid Floor,2.75
house,medipally,4.0,5.0,0,1.0,Not Available,New Property,3200.0,0.0,0.0,0.0,0.0,3.0,Low Floor,1.46
house,pasumamula,2.0,2.0,0,0.0,West,New Property,1250.0,0.0,0.0,0.0,0.0,0.0,Low Floor,0.79
house,boduppal,2.0,2.0,3,1.0,North,Relatively New,128.0,1.0,0.0,1.0,14.0,0.0,Low Floor,0.75
house,nallagandla,5.0,4.0,3+,1.0,Not Available,Moderately Old,3900.0,0.0,0.0,0.0,0.0,0.0,Low Floor,5.0
house,rl nagar,2.0,3.0,0,1.0,South,New Property,1100.0,0.0,0.0,0.0,0.0,0.0,Low Floor,0.75
house,bahadurpally,3.0,3.0,2,2.0,West,New Property,913.5,0.0,0.0,0.0,14.0,0.0,Low Floor,0.92
house,allwyn colony,2.0,6.0,3+,3.0,East,New Property,1350.0,0.0,0.0,0.0,7.0,0.0,Mid Floor,2.5
house,sainathapuram,2.0,3.0,2,1.0,South,Old Property,1600.0,0.0,0.0,0.0,7.0,0.0,Low Floor,0.9
house,ramakrishnapuram,4.0,8.0,2,2.0,West,Old Property,210.0,0.0,0.0,0.0,0.0,0.0,Low Floor,1.8
house,kothapet,2.0,6.0,3,2.0,East,New Property,3000.0,0.0,0.0,0.0,0.0,1.0,Low Floor,1.75
house,jubilee hills,4.0,4.0,3,3.0,Not Available,Old Property,3276.0,0.0,0.0,0.0,18.0,0.0,Mid Floor,9.5
house,mallapur,2.0,2.0,1,1.0,West,Old Property,837.0,0.0,0.0,0.0,0.0,0.0,Low Floor,0.75
house,badangpet,2.0,2.0,1,3.0,East,Moderately Old,900.0,0.0,0.0,1.0,0.0,6.0,Mid Floor,1.25
house,citizens colony,2.0,5.0,2,2.0,East,New Property,1215.0,0.0,0.0,1.0,0.0,0.0,Low Floor,1.15
house,dammaiguda,3.0,4.0,2,2.0,Not Available,New Property,1440.0,1.0,1.0,1.0,53.0,14.0,Low Floor,1.4
house,balapur,3.0,4.0,3,2.0,West,Under Construction,191.0,1.0,1.0,1.0,53.0,0.0,Low Floor,1.5
house,kapra,2.0,5.0,3+,3.0,East,New Property,4400.0,0.0,0.0,1.0,15.0,0.0,Mid Floor,1.95
house,ibrahimpatnam,2.0,2.0,0,1.0,Not Available,Moderately Old,1800.0,0.0,0.0,0.0,0.0,0.0,Low Floor,0.7
house,sainikpuri,3.0,3.0,1,2.0,East,New Property,135.0,0.0,0.0,1.0,15.0,0.0,Low Floor,1.65
house,parvathapur,2.0,2.0,0,1.0,West,New Property,1179.0,0.0,0.0,0.0,0.0,0.0,Low Floor,0.85
house,mokila,5.0,6.0,2,1.0,East,Relatively New,3600.0,1.0,1.0,1.0,167.0,19.0,Low Floor,4.2
house,gurram guda,4.0,6.0,2,2.0,East,Relatively New,2500.0,0.0,0.0,1.0,22.0,1.0,Low Floor,1.3
house,yousufguda,2.0,4.0,2,2.0,North-West,Moderately Old,900.0,0.0,0.0,1.0,45.0,8.0,Low Floor,2.1
house,nizampet,5.0,6.0,3+,3.0,West,New Property,3600.0,1.0,0.0,1.0,143.0,0.0,Mid Floor,6.5
house,rl nagar,4.0,4.0,2,2.0,North-East,Relatively New,1260.0,0.0,0.0,1.0,0.0,0.0,Low Floor,1.2
house,deluxe colony,2.0,2.0,1,2.0,South,Old Property,1035.0,0.0,0.0,0.0,24.0,0.0,Low Floor,1.5
house,defence colony,3.0,2.0,1,2.0,Not Available,Moderately Old,1557.0,0.0,0.0,0.0,0.0,0.0,Low Floor,1.65
house,balapur,3.0,3.0,1,2.0,Not Available,Moderately Old,890.0,0.0,0.0,0.0,0.0,0.0,Low Floor,0.7
house,narsingi,4.0,5.0,0,1.0,North-East,Moderately Old,5200.0,0.0,0.0,0.0,0.0,0.0,Low Floor,11.0
house,hafiz baba nagar,2.0,2.0,2,2.0,North,Relatively New,900.0,1.0,0.0,0.0,0.0,0.0,Low Floor,1.5
house,peerzadiguda,2.0,2.0,1,2.0,East,Relatively New,267.0,0.0,0.0,0.0,0.0,4.0,Low Floor,2.2
house,tolichowki,5.0,5.0,3+,2.0,Not Available,Moderately Old,2700.0,0.0,0.0,0.0,0.0,0.0,Low Floor,4.5
house,anand bagh,8.0,11.0,3+,2.0,South,Old Property,2700.0,0.0,0.0,0.0,14.0,6.0,Low Floor,4.5
house,moula ali,3.0,3.0,2,2.0,North-East,Old Property,1350.0,0.0,0.0,1.0,32.0,11.0,Low Floor,1.8
house,gandhamguda,2.0,2.0,1,2.0,North,New Property,900.0,0.0,0.0,0.0,0.0,0.0,Low Floor,1.1
house,mallampet,2.0,3.0,1,2.0,East,New Property,1650.0,0.0,0.0,0.0,0.0,3.0,Low Floor,1.85
house,serlingampally,10.0,4.0,3+,2.0,East,New Property,7290.0,0.0,0.0,0.0,0.0,0.0,Low Floor,4.5
house,chintal,2.0,4.0,0,2.0,East,Moderately Old,1200.0,0.0,0.0,0.0,8.0,0.0,Low Floor,1.0
house,moosapet,2.0,4.0,2,3.0,North-East,Moderately Old,1350.0,0.0,0.0,1.0,39.0,21.0,Mid Floor,3.5
house,boduppal,3.0,3.0,3,2.0,South,Under Construction,1170.0,1.0,1.0,1.0,0.0,0.0,Low Floor,0.95
house,boduppal,2.0,3.0,1,0.0,East,Relatively New,1350.0,0.0,0.0,0.0,24.0,0.0,Low Floor,1.05
house,yapral,3.0,4.0,2,1.0,West,Relatively New,1800.0,0.0,0.0,1.0,0.0,21.0,Low Floor,2.15
house,bowenpally,1.0,1.0,0,1.0,Not Available,New Property,3000.0,0.0,0.0,0.0,0.0,0.0,Low Floor,2.42
house,appa junction,5.0,5.0,1,3.0,East,New Property,4500.0,0.0,0.0,0.0,79.0,0.0,Mid Floor,3.2
house,yapral,4.0,8.0,3+,2.0,North,New Property,2070.0,1.0,1.0,1.0,23.0,73.0,Low Floor,3.5
house,rampally,2.0,2.0,3+,1.0,Not Available,Relatively New,1100.0,0.0,0.0,0.0,0.0,0.0,Low Floor,0.78
house,auronautic enclave,2.0,4.0,2,2.0,North-East,Old Property,900.0,0.0,0.0,0.0,76.0,0.0,Low Floor,1.1
house,gandipet,4.0,3.0,2,2.0,Not Available,Moderately Old,2799.0,0.0,0.0,1.0,45.0,9.0,Low Floor,6.0
house,peerzadiguda,4.0,7.0,3+,1.0,East,New Property,1772.0,0.0,0.0,1.0,7.0,0.0,Low Floor,1.05
house,new bowenpally,4.0,4.0,2,1.0,North,Old Property,3600.0,0.0,0.0,1.0,38.0,41.0,Low Floor,3.6
house,nagole,5.0,5.0,0,2.0,Not Available,New Property,4000.0,0.0,0.0,0.0,0.0,3.0,Low Floor,2.4
house,kompally,6.0,6.0,2,2.0,East,Relatively New,2070.0,0.0,1.0,1.0,39.0,1.0,Low Floor,2.45
house,almas guda,2.0,2.0,0,0.0,North-West,New Property,143.0,0.0,0.0,1.0,7.0,0.0,Low Floor,0.95
house,peerzadiguda,2.0,2.0,1,1.0,East,Moderately Old,2025.0,0.0,0.0,0.0,15.0,0.0,Low Floor,1.26
house,lb nagar,2.0,3.0,2,2.0,Not Available,Relatively New,1250.0,0.0,0.0,0.0,0.0,0.0,Low Floor,0.9
house,beeramguda,5.0,5.0,2,2.0,North-East,New Property,2600.0,0.0,0.0,1.0,22.0,4.0,Low Floor,1.9
house,turkapally,2.0,2.0,3,1.0,West,Moderately Old,140.0,0.0,0.0,0.0,129.0,1.0,Low Floor,0.6
house,gaddi annaram,4.0,6.0,0,1.0,East,New Property,1600.0,0.0,0.0,0.0,0.0,0.0,Low Floor,3.0
house,hakimpet,3.0,3.0,2,1.0,South-East,Relatively New,1368.0,0.0,0.0,0.0,29.0,0.0,Low Floor,1.5
house,boduppal,2.0,3.0,0,1.0,West,New Property,1350.0,0.0,0.0,0.0,0.0,0.0,Low Floor,0.98
house,lothkunta,4.0,3.0,1,1.0,East,New Property,217.0,0.0,0.0,0.0,0.0,1.0,Low Floor,2.0
house,hayathnagar,4.0,5.0,2,1.0,East,New Property,1503.0,0.0,0.0,1.0,0.0,2.0,Low Floor,1.4
house,gurram guda,2.0,2.0,1,1.0,Not Available,New Property,1800.0,0.0,0.0,1.0,9.0,11.0,Low Floor,1.15
house,dammaiguda,4.0,4.0,2,1.0,Not Available,New Property,167.0,0.0,0.0,0.0,0.0,3.0,Low Floor,1.3
house,bhanur,3.0,4.0,2,1.0,West,New Property,2495.0,0.0,0.0,1.0,61.0,0.0,Low Floor,1.8
house,sheriguda,3.0,3.0,2,2.0,North-West,New Property,2700.0,0.0,0.0,0.0,84.0,0.0,Low Floor,3.2
house,muttangi,2.0,4.0,1,2.0,East,New Property,133.5,0.0,0.0,0.0,16.0,35.0,Low Floor,1.0
house,bahadurpura,4.0,3.0,0,1.0,South-East,New Property,1080.0,1.0,0.0,0.0,23.0,0.0,Low Floor,0.64
house,dammaiguda,3.0,3.0,1,2.0,North,Relatively New,900.0,0.0,0.0,0.0,22.0,3.0,Low Floor,0.8
house,kompally,5.0,5.0,3+,3.0,West,New Property,4100.0,1.0,1.0,1.0,44.0,0.0,Mid Floor,2.2
house,chowdhariguda,2.0,2.0,3+,2.0,West,Old Property,1800.0,0.0,0.0,1.0,24.0,19.0,Low Floor,1.5
house,champapet,2.0,2.0,0,1.0,South,Old Property,2862.0,1.0,0.0,1.0,14.0,0.0,Low Floor,3.18
house,dundigal,3.0,3.0,0,2.0,Not Available,New Property,2200.0,0.0,0.0,0.0,0.0,0.0,Low Floor,0.99
house,ahmedguda,2.0,2.0,1,1.0,Not Available,Relatively New,1503.0,0.0,0.0,0.0,22.0,1.0,Low Floor,0.68
house,yapral,4.0,3.0,2,2.0,Not Available,Relatively New,3900.0,1.0,0.0,1.0,0.0,11.0,Low Floor,4.5
house,dilsukh nagar,4.0,2.0,0,1.0,North,Moderately Old,1700.0,0.0,0.0,0.0,0.0,1.0,Low Floor,1.7
house,ghatkesar,3.0,4.0,1,2.0,North,Relatively New,1900.0,0.0,0.0,0.0,39.0,0.0,Low Floor,0.55
house,suraram,1.0,1.0,0,1.0,Not Available,Moderately Old,598.5,0.0,0.0,0.0,0.0,0.0,Low Floor,0.45
house,mallapur,4.0,4.0,1,1.0,West,Moderately Old,2700.0,0.0,0.0,0.0,8.0,0.0,Low Floor,2.54
house,tukaram gate,3.0,2.0,1,1.0,East,Moderately Old,540.0,0.0,0.0,0.0,0.0,0.0,Low Floor,0.55
house,yamnampet,1.0,1.0,0,1.0,West,Relatively New,999.0,0.0,0.0,0.0,8.0,0.0,Low Floor,0.35
house,meerpet,2.0,2.0,1,1.0,North,Old Property,936.0,0.0,0.0,0.0,0.0,0.0,Low Floor,0.67
house,rajendra nagar,6.0,4.0,2,2.0,Not Available,Relatively New,3250.0,0.0,0.0,0.0,0.0,2.0,Low Floor,1.6
house,uppal,3.0,4.0,2,2.0,South,Moderately Old,1152.0,0.0,0.0,0.0,21.0,0.0,Low Floor,0.99
house,gaddi annaram,3.0,2.0,1,1.0,Not Available,Old Property,1500.0,0.0,0.0,0.0,0.0,106.0,Low Floor,3.6
house,alwal,4.0,3.0,3+,1.0,South,Moderately Old,2070.0,0.0,1.0,0.0,7.0,3.0,Low Floor,1.9
house,khairatabad,5.0,5.0,3,2.0,Not Available,Moderately Old,219.0,0.0,0.0,0.0,0.0,0.0,Low Floor,0.95
house,jodimetla,2.0,3.0,0,1.0,Not Available,Old Property,160.0,0.0,0.0,1.0,0.0,0.0,Low Floor,0.67
house,thumkunta,2.0,4.0,3+,2.0,North-West,New Property,3600.0,0.0,1.0,1.0,8.0,46.0,Low Floor,3.75
house,thumkunta,4.0,4.0,3+,2.0,Not Available,New Property,3600.0,1.0,0.0,0.0,133.0,81.0,Low Floor,3.75
house,kukatpally,2.0,5.0,3+,3.0,South-East,Old Property,700.0,0.0,0.0,0.0,0.0,1.0,Mid Floor,1.4
house,bowrampet,3.0,3.0,1,2.0,North-West,Moderately Old,2400.0,1.0,1.0,1.0,149.0,21.0,Low Floor,1.88
house,nizampet,2.0,5.0,2,3.0,East,Moderately Old,1215.0,1.0,1.0,1.0,136.0,25.0,Mid Floor,2.5
house,gandimaisamma,4.0,3.0,2,2.0,North-East,Under Construction,2410.0,0.0,0.0,1.0,0.0,0.0,Low Floor,1.2
house,badangpet,2.0,2.0,1,1.0,Not Available,Under Construction,747.0,0.0,0.0,0.0,15.0,0.0,Low Floor,0.48
house,boduppal,2.0,5.0,3+,2.0,Not Available,New Property,1250.0,0.0,0.0,0.0,0.0,0.0,Low Floor,1.25
house,bowenpally,7.0,7.0,2,3.0,North,Moderately Old,5000.0,1.0,0.0,1.0,48.0,33.0,Mid Floor,3.0
house,anand nagar colony,5.0,5.0,2,3.0,Not Available,Under Construction,3114.0,0.0,0.0,0.0,0.0,0.0,Mid Floor,8.0
house,aushapur,3.0,3.0,2,1.0,North-West,New Property,1800.0,0.0,0.0,1.0,30.0,0.0,Low Floor,1.5
house,tukkuguda,3.0,4.0,3+,2.0,West,New Property,2394.0,0.0,0.0,1.0,36.0,0.0,Low Floor,3.3
house,narapally,2.0,1.0,0,1.0,Not Available,New Property,1260.0,0.0,0.0,0.0,0.0,0.0,Low Floor,1.1
house,badangpet,2.0,3.0,2,1.0,West,New Property,1503.0,0.0,0.0,1.0,21.0,0.0,Low Floor,1.3
house,boduppal,4.0,5.0,0,3.0,Not Available,New Property,1950.0,0.0,0.0,0.0,0.0,1.0,Mid Floor,1.25
house,patancheru,6.0,4.0,1,1.0,West,Moderately Old,2800.0,0.0,0.0,0.0,0.0,0.0,Low Floor,1.35
house,gowdavalli,4.0,6.0,3,1.0,Not Available,New Property,4310.0,0.0,0.0,0.0,0.0,0.0,Low Floor,3.3
house,suchitra,6.0,6.0,3+,1.0,Not Available,Relatively New,4000.0,0.0,0.0,0.0,0.0,1.0,Low Floor,1.82
house,tirumala nagar colony,2.0,8.0,3,4.0,East,Relatively New,1800.0,0.0,0.0,0.0,7.0,6.0,Mid Floor,2.1
house,isnapur,4.0,12.0,3+,3.0,East,Relatively New,1800.0,0.0,0.0,0.0,0.0,0.0,Mid Floor,1.5
house,tellapur,2.0,2.0,2,2.0,Not Available,Relatively New,1800.0,0.0,0.0,0.0,0.0,0.0,Low Floor,2.0
house,kanajiguda,4.0,4.0,2,2.0,North,Under Construction,1350.0,0.0,0.0,1.0,0.0,0.0,Low Floor,1.65
house,kanajiguda,3.0,3.0,2,3.0,East,Under Construction,999.0,1.0,0.0,1.0,0.0,0.0,Mid Floor,1.4
house,masab tank,3.0,3.0,1,2.0,Not Available,Old Property,2700.0,0.0,0.0,0.0,0.0,3.0,Low Floor,5.0
house,alwal,3.0,3.0,3,2.0,West,New Property,1350.0,0.0,0.0,1.0,0.0,0.0,Low Floor,1.6
house,nizampet,4.0,4.0,1,1.0,Not Available,Relatively New,2700.0,0.0,0.0,1.0,37.0,11.0,Low Floor,5.85
house,chandrayangutta,2.0,1.0,0,1.0,Not Available,Relatively New,80.0,0.0,0.0,0.0,0.0,0.0,Low Floor,0.32
house,saheb nagar,9.0,9.0,3+,2.0,North,New Property,3492.0,0.0,0.0,0.0,0.0,1.0,Low Floor,1.25
house,beeramguda,4.0,4.0,1,2.0,West,New Property,1350.0,0.0,0.0,1.0,66.0,0.0,Low Floor,1.5
house,pedda amberpet,4.0,4.0,3+,2.0,Not Available,Relatively New,3000.0,0.0,0.0,0.0,0.0,0.0,Low Floor,1.95
house,balapur,3.0,3.0,1,1.0,West,Relatively New,1080.0,0.0,0.0,1.0,55.0,0.0,Low Floor,0.9
house,chengicherla,3.0,3.0,0,1.0,North,Relatively New,174.0,0.0,0.0,1.0,23.0,2.0,Low Floor,0.92
house,yapral,4.0,4.0,3+,2.0,West,New Property,3000.0,0.0,0.0,0.0,0.0,3.0,Low Floor,1.95
house,vanasthalipuram,4.0,4.0,1,1.0,North,Moderately Old,3000.0,1.0,0.0,1.0,0.0,1.0,Low Floor,2.35
house,lb nagar,2.0,2.0,1,1.0,Not Available,Moderately Old,1800.0,0.0,0.0,0.0,0.0,0.0,Low Floor,0.65
house,hyderabad to zaheerabad highway,4.0,4.0,0,1.0,Not Available,Moderately Old,900.0,0.0,0.0,0.0,0.0,0.0,Low Floor,1.29
house,tolichowki,2.0,2.0,0,1.0,East,Moderately Old,79.0,0.0,0.0,0.0,0.0,0.0,Low Floor,0.57
house,nadargul,2.0,3.0,0,1.0,Not Available,New Property,1350.0,0.0,0.0,0.0,0.0,0.0,Low Floor,0.82
house,badangpet,3.0,3.0,3,2.0,Not Available,New Property,9000.0,0.0,0.0,0.0,0.0,0.0,Low Floor,3.2
house,miyapur,5.0,5.0,1,4.0,Not Available,Relatively New,1998.0,0.0,0.0,0.0,0.0,0.0,Mid Floor,4.0
house,langer house,5.0,5.0,3+,4.0,Not Available,New Property,6125.0,0.0,0.0,0.0,0.0,0.0,Mid Floor,3.3
house,hayathnagar,8.0,12.0,3+,4.0,East,New Property,6075.0,1.0,1.0,1.0,132.0,35.0,Mid Floor,3.19
house,badangpet,2.0,2.0,0,1.0,Not Available,Moderately Old,1053.0,0.0,0.0,0.0,7.0,4.0,Low Floor,0.7
house,meerpet,4.0,4.0,0,1.0,North-East,Old Property,200.0,0.0,0.0,0.0,0.0,0.0,Low Floor,1.2
house,borabanda,2.0,4.0,3+,2.0,Not Available,Old Property,1764.0,0.0,0.0,0.0,38.0,0.0,Low Floor,1.6
house,kowkur,3.0,4.0,2,2.0,Not Available,New Property,2200.0,0.0,0.0,1.0,0.0,0.0,Low Floor,1.1
house,ram nagar,1.0,1.0,0,0.0,North-East,Moderately Old,450.0,0.0,0.0,0.0,8.0,0.0,Low Floor,0.25
house,banjara hills,3.0,2.0,2,2.0,North-East,Old Property,2884.0,0.0,0.0,0.0,57.0,44.0,Low Floor,1.95
house,bowenpally,3.0,3.0,3+,1.0,East,Old Property,275.0,1.0,0.0,1.0,7.0,4.0,Low Floor,1.5
house,balapur,3.0,2.0,1,2.0,Not Available,New Property,100.0,0.0,0.0,0.0,7.0,8.0,Low Floor,0.57
house,saroor nagar,3.0,3.0,2,1.0,East,Old Property,2700.0,1.0,0.0,1.0,45.0,0.0,Low Floor,4.0
house,nadargul,4.0,6.0,2,3.0,West,New Property,2700.0,0.0,0.0,1.0,0.0,0.0,Mid Floor,1.45
house,medipally,4.0,5.0,2,2.0,East,Under Construction,3700.0,0.0,0.0,0.0,21.0,0.0,Low Floor,1.85
house,kismathpur,1.0,1.0,0,0.0,West,Old Property,600.0,0.0,0.0,0.0,0.0,0.0,Low Floor,0.42
house,patancheru,3.0,3.0,2,2.0,Not Available,Under Construction,1750.0,0.0,0.0,0.0,0.0,0.0,Low Floor,1.35
house,trimulgherry,5.0,5.0,1,2.0,East,New Property,3000.0,0.0,0.0,0.0,0.0,1.0,Low Floor,4.0
house,nagole,3.0,3.0,1,1.0,East,New Property,3051.0,0.0,0.0,1.0,36.0,0.0,Low Floor,3.15
house,nadargul,2.0,2.0,2,1.0,West,Moderately Old,120.0,0.0,0.0,1.0,62.0,4.0,Low Floor,0.6
house,boduppal,2.0,2.0,0,1.0,North,Under Construction,1494.0,0.0,0.0,1.0,14.0,0.0,Low Floor,1.25
house,hastinapuram,3.0,3.0,0,1.0,Not Available,New Property,3600.0,0.0,0.0,0.0,0.0,3.0,Low Floor,4.0
house,ameerpet,3.0,8.0,0,3.0,Not Available,New Property,172.0,0.0,0.0,0.0,0.0,0.0,Mid Floor,1.95
house,shankarpally,3.0,3.0,2,2.0,South-East,New Property,275.0,0.0,0.0,0.0,0.0,1.0,Low Floor,1.6
house,lb nagar,5.0,5.0,1,1.0,West,New Property,3600.0,0.0,0.0,0.0,0.0,0.0,Low Floor,2.8
house,amberpet,3.0,6.0,2,2.0,East,Moderately Old,1800.0,0.0,0.0,0.0,27.0,0.0,Low Floor,1.9
house,dr as rao nagar,4.0,4.0,0,1.0,Not Available,New Property,2160.0,0.0,0.0,0.0,0.0,1.0,Low Floor,2.0
house,narapally,3.0,3.0,0,1.0,Not Available,New Property,1880.0,0.0,0.0,0.0,0.0,1.0,Low Floor,1.35
house,santosh nagar,3.0,3.0,2,2.0,East,New Property,275.0,0.0,0.0,0.0,0.0,3.0,Low Floor,2.5
house,kazipally,2.0,2.0,2,2.0,West,New Property,1422.0,0.0,0.0,1.0,63.0,13.0,Low Floor,0.9
house,peerzadiguda,2.0,2.0,1,1.0,West,Old Property,1197.0,0.0,0.0,1.0,7.0,0.0,Low Floor,0.64
house,shad nagar,2.0,2.0,1,1.0,East,Under Construction,150.0,1.0,0.0,1.0,32.0,0.0,Low Floor,0.18
house,chintalkunta,2.0,9.0,3+,3.0,Not Available,Moderately Old,1377.0,0.0,0.0,0.0,7.0,1.0,Mid Floor,3.0
house,boduppal,2.0,3.0,1,1.0,West,New Property,720.0,0.0,0.0,0.0,43.0,6.0,Low Floor,0.71
house,turkayamjal,4.0,4.0,2,3.0,West,Relatively New,3000.0,0.0,0.0,1.0,0.0,12.0,Mid Floor,1.5
house,chintal,6.0,7.0,2,2.0,North,Relatively New,2187.0,1.0,0.0,0.0,22.0,0.0,Low Floor,2.8
house,badangpet,2.0,2.0,1,0.0,North,Old Property,1197.0,0.0,0.0,0.0,0.0,0.0,Low Floor,0.6
house,east marredpally,12.0,10.0,3+,2.0,Not Available,Old Property,6300.0,0.0,0.0,0.0,0.0,0.0,Low Floor,9.5
house,nagole,2.0,2.0,1,1.0,West,Old Property,1098.0,0.0,0.0,0.0,29.0,0.0,Low Floor,1.15
house,meerpet,5.0,5.0,1,1.0,North-West,New Property,1935.0,1.0,0.0,1.0,22.0,13.0,Low Floor,2.45
house,sanath nagar,5.0,3.0,0,0.0,South-East,Under Construction,1620.0,0.0,0.0,0.0,0.0,0.0,Low Floor,3.5
house,hasmatpet,4.0,2.0,0,1.0,East,Old Property,1650.0,0.0,0.0,0.0,0.0,0.0,Low Floor,1.2
house,old alwal,4.0,4.0,2,2.0,East,Moderately Old,150.0,0.0,0.0,1.0,30.0,0.0,Low Floor,2.3
house,kompally,4.0,5.0,1,2.0,East,Under Construction,2403.0,1.0,0.0,1.0,99.0,0.0,Low Floor,2.75
house,yellamma banda,2.0,2.0,0,1.0,Not Available,Relatively New,1200.0,0.0,0.0,0.0,0.0,0.0,Low Floor,0.7
house,rl nagar,2.0,4.0,1,2.0,East,Relatively New,999.0,0.0,0.0,1.0,24.0,6.0,Low Floor,0.95
